tweets,target
"BBC don't know next PM is Modi ji
But whole world know that bloody truth.
Jai BJP  ",0
Rahul Gandhi is one of the all time greatest leader of India ....,1
"No. 450 million non Hindus Indian are stateless now. India has become Hindu state from secular India with Supereme Court blessings. It is called Hindutav.  BJP is right on Hindu nation but in year 1947, British asked Sikh and Christian to take own country but they did not.",1
On listening first statement only! Really? Im I landed in a standup comedy show,1
"BBC should be more concerned about their dwindling economy than worry about India's election. UK for that matter any country in the world is not in any position to lecture or teach India. The Santhanam culture was, is and will be the only culture that teaches the right path.",1
Sick of your repeated lying comments which you copy and paste. How much are you getting paid for insulting yourself,0
"BBC  campaign for Congress in evry video directly or indirectly 
Didn't get why  British media is so much against bjp and in favour of congress....
As we all know from whom we got freedom in 1947 ? 
Hello BBC what about Kohinoor 
Heyy BBC we are now independent country
/""largest democracy ""
It just 77years india got freedom from you BBC----

"" sau chuhe khake billi chale haj ko "" 

Let us decide ! We don't hate congress or BJP. We will choose our leader wisely. !

BBC we are not smelly - dirty - black - brown Indians !!!!! Note it !!",0
Dear BBC can you compare Mad dog (Rahul gandhi) with Wild Tiger (modiji),0
Western propaganda never beat indian people.,0
BBC wasting your time and other fools by calling this fool.,0
"When on earth bbc is more interested in politics 
Than rahul gandhi",1
"Noway once a Pappu always a Pappu, real leader are born by hardwork not by hierarchy",1
nobody takes bbc seriously,0
Both of them are atleast better than lalu,1
He himself is running away from waynad to telengana how the hell he's going to defeat Modi when can't even his own seat,1
Congress launch him 22 times still he his failure,0
Rahul Gandhi is top most comedian of India. With IQ of primary level kids.,1
"Modi what did for North Indians nothing changed in 10years...... 

Still Bihar Uddar pradesh sattishar youngsters Coming to Tamil Nadu For Job ,So BJP What did Ramar temple will bring happiness and BJP is a foolish and ediots Party.RSS is a worst organizations. brain washed the religion  base

MODi is a great actor",0
"Right now no, 10-20 years from now maybe???",1
Short answer : No. Long answer : Noooooooo,1
"Do whatever you want... At the very end i just wanna say... 

Aayega to modi hi..  #NaMo_2024 ??",1
seriously  these foreign medias thinks rahul gandhi (pappu) can defeat MODI bro MODI is like giant bro ... compared to him rahulgandi is an ant ...,0
BBC showing. india a poor country: shame on bccc,0
"When you talk about small road to village which connect to the city then it is a duty of grampanchayat and local magistrate or Town Hall. 
Its not Prime Minister work to go build small roads in villages we have  different systems for all those work and its duty of villagers to ask questions to local magistrate and grampanchayat chief why there is no road even when you promise to build it. 

Modi has done more development in india then last previous government did in 70 years. Ram mandir, Modi govt built 262 medical colleges, 15 AIIMS, 6 IIT, 16 IIIT, 7 IIM, 4 crores houses for poor, free treatment for 6 crores poor, 11 crores tap connections, metro in 11 cities, 60000 km highways, 37000 km railway lines, 75 Airports & 10000 Jan Aushadhi Kendra  take a look at our economic growth rate 
Far better than US, CHINA, CANADA, JAPAN, GERMANY AND RUSSIA, 
And lots of development work in under construction for example bullet train, airports, ports, rail lines, electrification, dams, hydropower dams, expressway, highway, clean india mission, more toilets, educational institutions, hospitals, metros and a lot more. And all those development works will so results in coming next decade. 

My vote for modi ji",1
"More important is the work done and not the roaring speeches, and BJP is doing lot of work across India",1
Rahul is the great leader,1
First BBC needs to aware that Rahul Gandhi is not even standing for elections such a poor reporting,1
Can challenge. Definitely. But winning against Modi? No chance,1
He is the reason why Modi wins. An opponent like him is a rare blessing.,1
"Congress needs better leadership, and we need competent opposition. Rahul gandhi is not capable of leading Congress party.",1
"I'm happy to say that western countries are in so depression for PM modi that's why they propagate by media like BBC & others, George soros & many ways. I like this & proud for PM Modi.",1
"i come from a family of congress voters but since 2014 our whole family ( including the extended family ) has been voting for BJP and we will keep voting for BJP for years to come now ...no vote to corrupt anti india anti hindus congress anymore.. there a million reasons to vote for BJP ...they are really good when it comes to infra , they care abotu the country and keep it secure and safe both from inside and outside threats , they work for betterment of the people they build schools , hospitals , roads and institutions on top of that they do not sell their souls to pakistan just to get some minority votes ...i get it there are some muslims who support PFI etc and they become happy when congress licks the feets of pakistanis but to think that majority of indian muslims support pakistan is an insult to patriots muslims ... congress has no vision and no leadership.",1
First Congress should bring democracy in it's own party. So called Prince can't win his own seat and challenging someone who has been CM for 15 years and PM for 10 years now.,1
"I think TATA should buy BBC and dilute British Govt's stake in it  plus its a strategic disinvestment as well considering your recession and urban poverty in London, we are already investing more in UK than most other countries we should set the conditions before investments.",1
We love modi  because he is pure hindu.But others are fake hindu.,1
"Mark my words, This election will be a shock to BJP, Rahul Gandhi is gonna be our PM. Love from TN..",1
"bbc, focus on the uk .   your economy,  migration, failed multiculturalism, nhs etc.",0
A party of elites who tries to understand the pulse of the country from social media.,0
If people who blindly support BJP are called andbhakts can the same term be applied to people who blindly support congress?,0
BBC playing really smart here ! whoever is the editor/producer of the video . Showing selective bits from the people ..Dont be a SMART ASS BBC ..INDIA people knows much better than your smart journalism,1
"Rahul Gandhi is the only hope left in India, rest all sold out. More power to you RaGa.  We are the change we need.",1
BBC wants to win Congress,1
"Wrong Q: Can Pappu challenge NM?
Right Q: Can Pappu speak without comedy?",0
Not even Nehru will be able to save congress in upcoming elections.,1
Why BBC is so worried . High time to change name of BBC,1
Now BBC is promoting Rahul Gandhi  vote for no confidence is certain.,1
"Modi�s contribution to India:
Inflation  - (he increased petrol & diesel and electricity prices which made all commodities expensive too.
Inequality - He transferred 16lakh crores to super-rich billionaires. He didn't waive farmer loans and was responsible for 1 Lakh farmer deaths.
Injustice: Modi sold PSU, airports, and seaports for pennies (paise) , and people lost jobs & reservations. Modi didn't fill govt 40 lakh central govt jobs to block people from getting job reservations. Modi spends 200 crores per day on useless trips while 200 crore people struggle to travel by packed trains.",0
Manipur was okay under pm atal vajpayee under man Mohan Singh but under Modi Manipur has come down to worse period ever. I'm from Manipur and words itself are too light to described what is going on in Manipur. Manipur has brokern down completely. But he is the prime minister of India should he not raise an issue or give concern but what was he doing? Or did he forget right now Manipur is under India? Or did he think Manipur  is part of burma or china,1
"Bbc soon India will be decleared a Hindu Rashtra, now cry more",1
Congress promoted propaganda,0
"Rahul Bayya wins min 250+ MPS...all channels are manipulated and spreading same.....everyone knows it, spreading always never win.",0
Better blind devotees don't watch this video because they always commenting stupid  answers,0
"BBC'S and other Western countries favourite PM candidate Rahul Gandhi , meanwhile Indians have made their choice wisely. Modi for 3 rd term",1
"Prince Rahul won't win it bbc....he is a good man but not at all a good politician. His Congress lost 90% of election under his leadership...he is not even confident enough to say that he stand to become pm . And if people think religion make bjp won then bjp would have won since 1947 if formed . Noone votes to people 3 times in 15 yrs  just on religion unless you are a Pakistani. Development, growth and lot of things are getting better ...I am a youth and I can see it clearly statistically speaking.",1
"Rshul is a decent human being, tough resilient and straight. Unlike modi whovis wicked",0
"The worlds largest Democracy I was so proud of that .But if we observe the scenarios happening right now  . We have that ability understand Things going on(politics ).we can understand the autocratic and destructive actions of the government in power�Ed,Electoral bonds,the farmers ,Manipur,CAA�.


My country loosing its values ...

BBC why you follow senseless newssssss..really doesn�t make senseeee",1
"He ,single handedly, assure bjp victory ",0
"Now modj will win since he is raiding mlas houses and buying mlas left and right. But next election, the sam epeolle cheering fir him will be protesting against him. Have patience.  Time reveals reality in many ways. Modi atrocities will end.",1
"Can he challenge- Yes ..its his democratic right..and unlike propoganda..democracy is thriving in india...you can call names and even abuse modi ...last time i checked dictatorships did nt allow that.
Will it make a difference.-yes but in favour of Modi because Rahul is highly incompetant as a leader.",1
long live INC!,1
After so many years since independence what have congress done for bharat mata nothing but looting and destruction of sanatana dharma they should never ever rule bharat again long live bharat mata dharma,1
Actually rahul gandhi is soft campaigner for modi,1
"Bharat Todo Yatra...Desh bachawo Deshdrohi Congres hatao....
HINDUSTAN JAAAAAAGO United  HINDUSTAN need BJP MODI for strong HINDUSTAN ?",1
Maybe Rahul gandhi is not a great politican like as modiji. But I feel is a good person just that if  he wanted serve people he could have worked for some social cause uplift the people. Politics is only ruining his image & mockery of education he had.  Again it is his choose still feel he would have better off doing something else.,1
BBC found only a Muslim to ask for. Maybe they know 15 percent isnt a minority the way congress and other projects,0
this party has unhealthy obsession with Gandhi family and Rahul Gandhi.,0
"Rahul Gandhi ji is doing the Best for the country people.
He is strengthing the people to Woke Up.",1
"The same man who others regard as a teen, grey beard and all, who does not know day from night, and was kicked out after a file of defamation ",0
"Indian politics is one of the most corrupt and violent in the world, for Tiger Rahul, he should get out, the National Congress has no future in India under current platocracy, RIP India.",0
Rahul Gandhi is not capable for a peon post,0
Nothing wrong with EVM. Besides Modiji will win with or without EVM because he is progressing india,1
Khangress marnrega rewdi voters trying there best to make rajkumar as PM,1
Lol Rahul and his supporters are a joke. Amethi will vote Smriti Irani back. Rahul has to run off to Kerala and win Wayanad or he wont be able to get into the new parliament building after May 2024.,1
"Yes there is an issue regarding religion with BJP, but when it comes to development, I see BJP as game changer of Indian economy, they have won the election not only on religion basis, don't disregard indians talking this sh*t  .",0
"I am from a Congressi freedom fighter family.  No one can be more congress supporter than my family.
But after seeing that nothing is done by Congress, we and our entire family votes for BJP and will continue to do so.
People should understand that they used to vote for Congress that is great but right now Congress is incapable of anything.
They are just trying to divide the country based on religion and language.
Again this is just my personal opinion. But all support to modiji and BJP.
And BBC keep your pathetic nose out of our country's internal issues. First go and handle the messed up situations in your country and the countries which you people have messed up.
Such a shameless news agency....you can't handle even one good thing happening in any part of the world be it Bharat or El Salvador.",1
"First BBC paid Dhruv Rathi to make a video on PM Modi calling him a ""dictator"" and now trying different tactics to influence the foolish liberals of India ",1
"Person love this country love modiji. Person hate modiji hate this country. Help him to help us.
(VOTE ).. Rahul gandhi guarantee that Modiji will be our next PM.",0
"Modi jii did not developed the India, How Singh jii did.

If anyone listening to Modi, I am saying with dam sure they are going to vote for him. Because he is a good speaker.

We need a young dynamic leader someone from opposition not Rahul�",1
Congress numbers may increase but if they win this election's then they have to defeat BJP in the hindi heart which seems impossible at the moment,1
"Rahul Gandhi campaigns like that union leader who is always finding flaws in the system, but never has any long term solutions. Always complaining, always b*tching about how the system is failing the poor, but never ever proposes what strategies he has to uplift the poor, and what he will do differently from the Modi government which is already doing more for the poor than all past governments have done. Rahul Gandhi is simply clueless about the country's economy. All he knows is to play divisive caste politics and stoke fear and hatred among the poor against the rich.",0
He might even lose his own MP seat this time.,1
Anyone challenging Modi should have a very strong false narrative. Like how they fooled people in the name of Gujarat model. We all know it is just a sham.,1
BBC working overtime to somehow make Rahul Gandhi appear a strong contender,1
BJP has built up second biggest road network of world but India is huge giant nation,1
"rahul gandhi a comedian a joker a star BJP campaigner a national security threat , evergreen  young leader (53)  many people see him differently",1
I feel how idiot the editors of bbc are! Writing this kind of title is the funniest thing I have seen so far on the context of politics. Comparing raga with namo,0
Title:- how to waste innvestors money,0
"He have mental problem and also have always try to hurt indian interest.

I dont think indian vote him only old traditional vote of Congres he get also its end in next election. 

Its time to end Congres from indian politics.

We want strong opposition party who have loyal to india.",1
BBC have become bunch of jokers channel like Rahul who is one of the greatest jokers of india.. however BBC and it's stoogs can't stop our PM Modiji.. because people are with our PM,1
BBC crowds are so frustrated.,0
Sure sure he can challenge modi n also can win elections but not in reality but in BBC's agenda. You guys keep doing wat u r dping n v will keep supporting modi.,1
BBC is too good at spreading propaganda. So for Amethi reporter said the seat was with Gandhi family for decades and when it came to attribute the defeat he used Congress party lost the seat.,1
BEST EX: SENIORS NEGLECTED & SENIOR LEADERS MISLEAD ANY THING WENT WRONG ALL SENIOR HIS OWN PARTY LEADERS THROW SHIT ON HIM & BLAME HIM I FELT SORRY ABOUT RAHUL BEING A IRON LADY INDIRAJIS GRAND SON NOT PROPERLY TRAINED,1
All the best Rahul Gandhi and God bless you abundantly always.,1
"Modi has used 700 crore to portray him as a novice. He is still paying the BJPIT cell to force a slanderous commentary .But the academics ,common man, farmers are all with RAHUL.",0
Rahul Gandhi is a good politician but it will take time to become a leader,1
"Modiji doesn�t do dirty politics, raul is desh drohi",0
We do not want Rahul Gandhi any more.,1
"Bbc trying hard to make a pappu win. But alas he may even loose his deposit if he stands for election in a bjp ruled state. Forget winning against modi.
Btw bbc trying hard to please its master soros. ",1
Rahul is Best political campaigner of BJP...Pappu,1
I will check with artificial intelligence,0
As a indian youth i love rahul ghandhi and he will save the basic principles of our country  which is  democratic republic socialist secular  sovereignty .,1
Trying hard to stop pm modi because of indias devastatingeconomic growth.,0
Oh i feel the pain of bbc desperate to remove modi and want to make their puupet gandhi as PM of India which will never happen bbc keep crying hah,0
Nothing is gonna happen to democracy of india modi is just  a strong man but he too knows what happend to strong men leaders like indira gandhis when they cross the line,1
"Wtf
...his mla in karnataka are literally saying pakistan zindabad ",0
Ohh!! Excuse me!!!!,0
"Hahaha  fake ground reporting, you only asking congressi workers",0
BBC should take a break and go on a long unpaid vacation. They won't be missed.,1
How hard bbc tries to prop up congress and rahul.,0
"Real Question: Can BBC help Raul ghandi to smear crap on N Modi's campaign

Also how can bbc manufacture false propaganda to bring BJP down...",0
No use promoting bharat is ready and self realized now,1
BBC . Full form batau kya ? PAPPU is not even in the count ...,1
"If you vote for INDIA (congress & alliance ) you will be voting for your future & freedom. If you vote for Modi, you will be voting for your slavery (Gulami). Choice is Crystal Clear: Rahul Gandhi or Modi Adani.",1
We love Rahul Ghandi as he is helping the BJP to win due to his lack of intelligence.  So for that reason we support Rahul.  Well done.,1
Modi is going to win 2024 and win with even bigger mandate!,1
"Rahul gandhi is not even closer to modi, he is a failure tho  forget about rahul being pm he can maybe compete for best comedian along with zelensky",1
Rahul Gandhi will win on 1 vote which is of is own vote that's it...,1
No hope of ever winning. He should change his profession.,1
Full support of Rahul Gandhi,1
Other way around. Modiji our best PM,1
In actual sense Modi is no way comparable with the young educated Rahul Gandhi...Modi is no where near to him and as a PM not facing the press for 10 years proves it very clearly...his only strength is Hindu-Muslim hate agenda of his parents RSS...,0
"If there is no anti musim hate popaganda, then sure raga will pm of india.. Bjp ruling party biggest pwer they have huge anti muslim, Christian followers in country",1
"Just wondering after viewing this video, does India have an acute shortage of females?",1
Stay strong Rahul,1
What a useless silly comment. India is progressing fastest under modiji,0
wow....news from B ulls t Babu Company is exactly as expected....,0
challenge ya ya he will be definitely undefeated... that's why he is at Kerala wayanad (most easy place to win this fake votes),1
ohh god....pappu network got his back atleast. However we people are not interested in choosing him as our Prime Minister.,0
Modi good for bhart modi good for development,1
Ya.... Sure. In his dreams though... Jai shree Ram. Jai Hind Jai Bharat.,1
Biased Broad Cast with biased agenda and biased news nerrative are now finding hard to find audiences. Now they need paid audience. How time changed.,0
Every indian love to Rahul gandi,1
"Bbc: Can Raul ghandi beat Modi and win the elections...
(SO that we can keep evading taxes and our missionaries keep funding in the name of NGOs to promote chrostianity and convert gullible Adivasis?)",1
Rahul Gandhi one of region modi win and  zihadi media trying make them hero,1
BBC is very worried for Imdian politics wheee in UK britishers are in minority,1
Bbc again proving itself as greatest spokesmedia of congress (jahil) party,1
Modis poster will gather more crowd than this joker rahul,1
One more Comedy episode published by Brit Broadcasting Comedy Corp,1
Hahahahaha I will eat mud the day Rahul wins against Modi: not in this lifetime bruh.,1
Bbc is so desperate. Shame on you,0
How is bbc still able to operate in India ? These people are so broke they can�t even pay taxes,1
"Modi ji wil not Win On Ballot Paper.
BJP will not  Cross 150 Seats.",0
"Bbc is crying 
They want",0
God has aaved India by keeping this joker pappu out.....majority Indian voters are smart and know that pappu should switch to be a stand up comedian.,1
BBC is not British any more,1
Bhakts crying in comment section  . Maybe raga dont become pm in india ever but one has to admit that india has never seen a big liar then Modi ever in the entire history of independence.  Bhakts ka to dimaag hai nhi they are happy just because modi has given them Ram mandir and he abrogated article 370 jaise k isse pehle inko koi mandir nhi mila pooja krne k liye aur 370 tutne k baad yeh saare bihaari jammu main aake bass jaayienge  . Bc ye Up bihar k saare log mazdoor hi bne rheinge puri zindagi,1
"HE IS NOTHING. 
EMPTY HOLLOW.",0
4 class failed chai....chai...samosa,0
janta has been challenging congress since 2014 and defeating it impactfully,1
Opposition isn't strong i hate Modi too don't know who to choose haha,0
"Despite being the most uneducated, orthodox, and primitive Prime Minister India has ever had, Narendra Modi's leadership seems impervious to change. Regardless of what Rahul Gandhi may attempt, the majority of this nation's mentality has been completely Rotten, marked by religious divisiveness and bias. BJP supporters, blinded by allegiance, overlook the country's pressing issues, such as soaring inflation, rampant unemployment, and ill-conceived policies like Demonetisation and the controversial CAA and Farm bills. Additionally, BJP's involvement in scandals like the Rafael and Adani scams further tarnishes its reputation. India's dismal rankings in global indices like the World Hunger Index and Press Freedom Index reflect the ongoing challenges. Despite facing exorbitant prices for essentials like petrol and LPG, BJP supporters remain staunch, illustrating a concerning level of communalism and apathy towards economic hardships.",1
Bbc Bloody British comedy,0
"BBC no matter how biased you r against Modi govt, your imperial influence is over. Sort out your own country UK first from poverty and social disparity first before meddling on other countries' politics or policies. Get a life",1
Great Modi is india now,1
British Propaganda Corporation,0
Rahul pappu can't elction win sala,1
"most sane comment in this comment section m8 , every word of yours is true af",1
�@marioalfredjacob2779� we can't trust pappu thats all its not like we love modi as well,1
�@prateeksharma6706� currently its just Worse party ( cong)  vs dangerous party ( BJP) so i would rather choose the worse party than the dangerous one . atleast in cong rule they wont bring religious politics like bjp,0
�@marioalfredjacob2779� i agree with u people like yogi are dangerous for nations political fabric but people like gadkari and jaishankar are gems which congrees cant offer look at highways under congrees and under BJP  i would rather that dangrous but economically prosperous route,0
"�@prateeksharma6706� doesnt matter , what is economy when you dont even have a peaceful country , I'd rather have a slowly developing peaceful country than a fast developing country filled with facism",1
�@marioalfredjacob2779� and i would rather have a country with riots than a country under thumb of china due to its lack of economic might,1
"�@prateeksharma6706� lmao that pretty much says ur not a centrist but rather a bhakth . good luck on that , not gonna comment further by arguing with stupid people who want innocent people to die amidst the economy",1
What the fuck - do you mean by this are belongs to Gandhi family,0
No way  im not a BJP supporter but I cann gurantee you he will never win,0
BBC is trying harder to defeat MODI,0
Congress if you dark in the ondia,0
Definitely . This time Bjp will win . Next time in 2029 Congress party will come to power,1
Congress will win 2024 LS election with 351 seats under INDIALLIANCE,1
Welcome to WhatsApp University�,1
Only in BBC dreams! People will soon  get tired of Pappu. Cingress bribes will run out.,0
I support and love Rahul Gandhi,1
"Thank you for the nuanced analysis. Local infrastructure seems like a huge issue. One constructive criticism is that it would be useful to catch the audience up on the other main issues of the campaign, even briefly.",1
" once a pappu always a pappu , no one takes him serious",0
"Rahul Gandhi is a joker who is going to loose his own seat in 2024, we want to see Modi ji as prime minister for at least next 10 years!!",1
�@deekshantbelwal1269� thanks for the reply. Do you know what the big issues are in the election?,1
"?@colinpace1987 infrastructure development and job creation are the only factors that currently matter in the Indian election. Bjp scores really well in infra but did just an okay job in job creation... but congress sucks in both. So, bjp comes back to power easily",1
"?�@colinpace1987� Internal Security where BJP has done a great job, But illegal infiltration from Bangladesh still continues and neither BJP nor Congress were able to address that serious issue.",1
Hello bro. I would just say it's a propoganda video. In villages there might be some infra issues. But when you come to urban areas like where I live it's absolutely fantastic in all aspects. Modi has done amazing on all counts from hammering China to GDP touching 4 trillion USD from semiconductor plants to space landing and much more. It's only on job creation front he is weak.,1
�@prabhatranjan362� thanks for the reply.,1
"�@colinpace1987� Modi has failed to give jobs and investment. Many people are jobless. But India today is radicalised on sectarian Hindu Muslim lines. BJP is a hardliner party with low morals but better functioning of government. They take quick actions and protect larger community interests.
The Congress party has better democratic values but their operatives are poor, outdated and prone to scams, affirmative actions and corruption.
BJP hasnt delivered prosperity. Thats why they divide on religion.",1
�@colinpace1987� Modi has been able to radicalise youth on sectarian lines that forces them ideologically to look away from GDP growth which was better under Congress.,1
"Congress is here only because of family politics.
BBC go back and fix your country first ",1
Pappu will not even secure 50 seats now,1
"hey BBC, hahahahahahahhahahah ...... I feel so sorry for you",0
Bbc please return me my TV licence money. I don't want to listen to propaganda,0
Dayumn whole world wants this joker to become PM,1
Rahul Gandhi are not capable of Indian pm.,0
"Rahul Gandhi is dumb
He�ll need a brain along with money to defeat BJP",0
He is a failed candidate already defeated twice in last two...now getting ready for loosing in third time launch by his momma...joker,0
Andhbhakts (blind BJP Supporters) are so terrified of Rahul Gandhi's visibility because his efforts are never shown in Indian GODI media,0
A few pappus running infront of the biggest pappu,0
RAHUL is the best joker and comedian,1
Bbc get mentally unstable,0
He can't win 50 seats,1
BBC you can do whatever you can �. Bjp is winning in 2024,1
modi best prime minister ever,1
"I support Rahul Gandhi
He is a good man",1
A good man would step down and let more able leaders from Congress take over. He is a selfish man,1
"BUT SIR MY INDIA IS THE REAL SUPERPOWER   WE HAVE THE BEST INFRASTRUCTURE AND HIGHSPEED RAIL    THIS WHY IM SO LUCKY LIVE IN SUPER INDIA  THE CLEANEST COUNTRY IN THE WORLD  , WE NEVER SCAM! WE GIVE RESPECT TO ALL WOMEN THEY CAN WALK SAFELY ALONE AT NIGHT AND WE HAVE CLEAN FOOD AND TOILET EVERYWHERE , I KNOW MANY POOR PEOPLE JEALOUS WITH SUPER RICH INDIA  INDIA SUPER CLEAN",1
india needs an honest caring dashing young Pm like Rahulji!,1
"Modi was very popular at one stage, maybe he�s not quite as popular as he once was.",1
Pappu supporters are funny,1
Thank you - for your thoughtful insight. . Wow you are so amazing with your intelligence and nuanced analysis.,1
Young dashing,1
I mean he still has a approval rating of 76% in India so don't know if had more before. But we are just 2-3 months from election in India so it will become clear very soon,1
Religious politics must be stop from everywhere.wherever has that type of politics the country won�t be developed.,1
Modi should loose,0
Learn some English first. Doesn't Pakistan have any good schools?,1
�@PS-ej2xn� why I should learn English?you�re the people who even give your backside to them.I am proud and happy about my language skills,1
Rahul Gandhi is best bcoz he doesn't roaming in foreign countries he visits to local Indian villages he understands poor people needs he deserves a chance to be our leader of India,1
How much money giving to BBC  by the congress to promote them?,1
This guy must win and implement equal rights..inflation..Otheriwse India will face more problems in economic and other issues...,1
"Rom 3:23
For all have sinned, and come short of the glory of God;

Rom 6:23
For the wages of sin is death; 

Psalms 9:17
The wicked shall be turned into hell, and all the nations that forget God. 

Acts 8:37
And Philip said, If thou believest with all thine heart, thou mayest. And he answered and said, I believe that Jesus Christ is the Son of God.

Rom 10:9
That if thou shalt confess with thy mouth the Lord Jesus, and shalt believe in thine heart that God hath raised him from the dead, thou shalt be saved.

Corinthians 15:3-4
For I delivered unto you first of all that which I also received, how that Christ died for our sins according to the scriptures; And that he was buried, and that he rose again the third day according to the scriptures:

Ephesians 2:8-9
For by grace are ye saved through faith; and that not of yourselves: it is the gift of God: Not of works, lest any man should boast.
'",1
"In Maharashtra, only Thakare Sena..BJP disappear completely",1
Rahul the name is enough.real Indians love him want him as prime minister r,1
Love to see Rahul Gandhi as next Prime minister of our country,1
He has visited Europe more often to campaign there than he has visited his own constituency in India. BBC staff and British  public are voting for him en bloc.,1
"Are you know e of Economy? 
Under modi economic growth is 7.8% and world fastest growing Economy, controled inflation in corona era.",1
Lol that why he can't define AI or semiconductor,1
"He will never become pm in his life 
When Rahul will die that moment congress will alive",1
"We can't afford to make him PM, but rather wait for better candidate than him.",1
Indians are deeply racist nodoubt.. its forbidden for indians to marry outside their race.. its there for all to see..,0
I thought modi is bearhugging and gropping western leaders.,0
Many other states keep crying that Gujarat is snatching all the business from them,0
Two states West Bengal and Kerala are graveyard for Industries and businesses in India. Bengalis go to Kerala for employment and Malayalis go to Dubai for employment.,0
"Respected Indian Citizens, NamaskaarI original Gandhi. I branches franchises. None relatives politics. Beware fake Gandhi's. Take care Mohandas Karamchand Gandhi.",0
"*Respected Indian Citizens,* Namaskaar I Am The Original Gandhi. I Have No Branches Or Franchises. None Of My Relatives Are In Politics. Beware Of Fake Gandhi's. Take Care,,,_",0
OK lady issues US. That poke dirty nose Indian politics. 2024 Modi BJP fight international forces. Would achievement even scrap through!!,0
"The problem Indian politics politicians remember democracy democracy people boss. From people too, I understand think politician son natural alternative The aged politician?This ridiculous, one reason",0
"As someone passionate Indian politics, I'm eager see AmitShah's take current events News18 Rising India.",0
Under Biden politics American manufacturing industries going inhouse raw material production depend imports America exports quality priority globally . We indian govt inspire without depend raw materials China's sub standard materials . Alas politics,0
"politics,its security. Though overseas players play pakistan pakistan people hate indian people security issue",0
"Out snippets I've collected past couple months, one stands out. Speaks lot fundamental character Indian psyche interacts politics.",0
"Indian defence failure protect life. Every power nation knows technology science modern age. Indian government poisoned brutality body mind politics konkan sir name. Now, I say I did. Protect vulnerable.",0
"Hate speeches go away politicians stop using religion politics, says Supreme Court | India News,The Indian Express",0
The way opposition political parties creating chaos Indian Democratic Politics : It's time ruthless Dictatorship rule implemented years come &amp; abolish multiparty politics.... inevitable. It happen sooner later,0
"Respected Indian Citizens, NamaskaarI original Gandhi. I branches franchises. None relatives politics. Beware fake Gandhi's. Take care",0
"They commentators. They can't decipher character Indian State. Hindus wary UPA rule. Now totally disappointed NDA rule. No Hindu knows mathematics, politics, diplomatic language. Enjoy",0
Had clue sanghi waste intelligence nonetheless NRIÃ¢â‚¬â„¢s opinion participation Indian politics play u pay ur taxes,0
Ur law minister called Retired judges r anti Indian. All lawyers condemned dint file case against!! What's use power hand ? Never knew Expressing=2yrs jail . It's personal hate politics oppressing strong voices !! It's public favouring,0
May madness come sensitive perhaps indian politicians thought like way politics fisherman's fish cow beef goat meet khana khana khana.,0
Your party got emotionally charged mandate demolition Babri Mosque 1992. Your party literally destroyed India's peace unity plunged atmosphere hate violence remain alive Indian politics. You're hell bent eliminating opposition.,0
"Despite facts front recent cases poor quality control issues leading human deaths, seem lax it. The international community put enough pressure Indian Pharma industry. That's why.",0
This wont solve problem unless foreign govts start deporting Indians attempt disrupt environment Indian politics. Rotten fish invariably spoiling pond.,0
"Dont peddle half baked news. Mr.Jaishankar remarried demise 1st wife, kid/s taken care. And involved Indian politics &amp; neither kids Indian politics. And u call ""Journalist"" !!!!!",0
"So Pakistan TTP Indian proxy wonÃ¢â‚¬â„¢t hurt Indian players again, everything done due politics due security reasons.",0
"People Guwahati see first time..the chor Delhi comedian Punjab..both platform. The liers Indian politics visit Guwahati 2nd April..AAP , corrupt party Indian History. Delhi ka beta kejriwal.",0
QUESTION ABOUT SILICON VALLEY BANK ... They're DONATE MONEY TO BLACK LIFE MATTER MOVEMENT .. MILLIONS OF DOLLARS ????? One The Indian MEDIA REPORTS (VANTAGE) .. BANK DO POLITICS WITH OUR MONEY ???,0
"I'm Indian I dont share views. I think large majority people color see facade victim mentality blame game. We suffered system, refuse sucked hole identity politics race baiting",0
", We need safe schools, freedom live without fear guns &amp; better infrastructure. We useless US interference politics &amp; judiciary Indian government favor incompetent never win election &amp; liability.",0
"This man curse Indian politics. He created records double speak,telling pure lies,abusing one all,has gang scamsters jail waiting highly thick skineed repeat offender",0
"Yes supreme court correctly said that, hate towards casts religions fabricated wasted intrest politics activists , activists implementing agenda India Indian culture",0
surrendered Indian Hate politics,0
"Just random thought. If Modi who? Every time question arises, answer we're left either Yogi, Amit Shah Gadkari. Well Mr. S. Jaishankar comes mind. The real dark horse Indian politics.",0
He unfortunate happen Indian politics,0
He knows congress 70 years . Wat hidden wat burried ! U Twitter babies finding Indian politics nowadays trying sell tweets !,0
"Taking strong exception fringe elements making hate speeches, Supreme Court said moment politics religions separated politicians stop using religion politics, speeches go away.",0
We know Modi whole dirty politics Muslim/Hindu propaganda. Indain Muslims need united soon possible.I can't understand Million indian MUSLIMS powerless OUR real power EMAN.,0
"firstly irrelevant Indian politics every leaders spk abt 365 days, secondly since &amp; ,has issued caste certificate?",0
Karnataka election game changer Indian Politics!,0
"... Especially ... Its long due, institutions speak up... Now spoken truths",0
"Respected Indian Citizens, Namaskaar I original Gandhi. I branches franchises. None relatives politics. Beware fake Gandhi's. Take care",0
"When Govt fell 1 vote laugh house saying ""democracy allowed it"" TODAY There democratically elected Govt &amp; allowed work launching person high grade perpetual failure Indian politics Sheer waste money u",0
